ID,target
ID_00241643,0.08093769822879919
ID_00312043,0.030056510596823856
ID_00345323,0.12286982014305348
ID_00369643,0.055128143480094594
ID_00381163,0.08852280046610017
ID_00383723,0.09337654589133755
ID_00395243,0.06714841397869599
ID_00404203,0.046116534809555944
ID_00406763,0.10917831544558144
ID_00450283,0.08911188596100461
ID_00505323,0.035277396574924645
ID_00562923,0.006117909170460837
ID_00574443,0.04091281583822778
ID_00584683,0.06386153695495528
ID_00634603,0.06017877672000689
ID_00669163,0.03141854150465625
ID_00674283,0.09852204491029873
ID_00712683,0.04887440978476907
ID_00715243,0.1598819089898195
ID_00749803,0.08708612228161652
ID_00761323,0.09080439786851842
ID_00770283,0.04121094386586754
ID_00779243,0.2527856584925276
ID_00804843,0.0946128541727061
ID_00812523,0.08409607736414088
ID_00813803,0.034265264112506265
ID_00824043,0.02549337225519846
ID_00839403,0.16871200055500454
ID_00925163,0.10849844591670023
ID_00929003,0.09204514882242475
ID_00931563,0.03503570113569748
ID_00934123,0.028088012368183504
ID_00943083,0.09285650366447547
ID_00986603,0.08875657155299833
ID_01000683,0.07050583973208083
ID_01005803,0.04808046267209343
ID_01009643,0.03067252869337203
ID_01063403,0.13370912497021095
ID_01260523,0.10500417144878346
ID_01274603,0.018795491091941514
ID_01375723,0.07811556632663093
ID_01419243,0.07721376243381797
ID_01430763,0.13542880845428218
ID_01433323,0.026899330803829048
ID_01465323,0.1304898225696096
ID_01467883,0.015246597518559661
ID_01474283,0.03493521811043628
ID_01507563,0.11319382501100449
ID_01554923,0.04826076863507844
ID_01577963,0.05996373469640299
ID_01597163,0.09496158572567366
ID_01617643,0.06148999251832824
ID_01620203,0.027878167066255503
ID_01656043,0.022166011058814064
ID_01658603,0.0450915251922198
ID_01693163,0.11809629792452098
ID_01753323,0.059128924400664785
ID_01796843,0.06576140668453807
ID_01828843,0.03891580672450204
ID_01840363,0.049030416105395325
ID_01863403,0.13542880845428218
ID_01905643,0.045582701779446726
ID_01928683,0.05255860276529444
ID_02064363,0.026086982454170397
ID_02068203,0.03500481213806953
ID_02226923,0.12744243676141953
ID_02241003,0.03128547257389055
ID_02280683,0.06069280284534655
ID_02326763,0.06019805144786143
ID_02344683,0.12628084621428512
ID_02408683,0.05752926315696004
ID_02422763,0.06634517769089257
ID_02434283,0.04514414326105406
ID_02443243,0.05410864713750457
ID_02453483,0.029834456656539943
ID_02466283,0.1280916622680387
ID_02508523,0.12697283375262722
ID_02554603,0.05594469526403756
ID_02567403,0.06328871454174613
ID_02569963,0.0644793423588812
ID_02589163,0.058914119172689176
ID_02604523,0.022823476986152228
ID_02616043,0.08106854044300311
ID_02636523,0.01602929972092387
ID_02708203,0.03796633110190447
ID_02806763,0.01685434158589739
ID_02886123,0.09354729867759579
ID_02889963,0.08767991839469991
ID_02909163,0.10045193273971767
ID_02956523,0.06694115060334169
ID_02959083,0.028990799894675637
ID_03014123,0.08357956433006501
ID_03057643,0.0336084939276439
ID_03076843,0.04038128184943557
ID_03092203,0.040396619007527876
ID_03094763,0.05993250736843762
ID_03102443,0.08038349018412876
ID_03180523,0.052806159057578995
ID_03184363,0.025687591620654576
ID_03212523,0.1546974107144818
ID_03249643,0.05594469526403756
ID_03253483,0.05628025933069318
ID_03258603,0.031326828072803604
ID_03267563,0.031326828072803604
ID_03302123,0.06244465491222076
ID_03307243,0.1534723211861616
ID_03330283,0.058409091088060604
ID_03357163,0.05605679444895618
ID_03389163,0.12390225976540799
ID_03446763,0.12020081472346011
ID_03455723,0.019867337177666977
ID_03458283,0.06577443683573606
ID_03481323,0.07471269193248624
ID_03483883,0.02462974188458261
ID_03500523,0.11560212848972526
ID_03535083,0.10927753888063438
ID_03541483,0.15992100008112817
ID_03547883,0.08005043441719989
ID_03561963,0.1376348673829852
ID_03640043,0.10705312286270012
ID_03651563,0.1354319692707233
ID_03654123,0.04706781885173625
ID_03677163,0.03725570527679612
ID_03688683,0.03483586654229911
ID_03706603,0.020464964345060198
ID_03728363,0.10822466394276709
ID_03774443,0.17284746033576542
ID_03778283,0.13709833600891447
ID_03794923,0.05359334597973677
ID_03841003,0.14036015294196916
ID_03884523,0.09840037628732062
ID_03925483,0.09297700429009005
ID_03971563,0.04054723411180895
ID_03979243,0.09539258366839673
ID_03994603,0.02939436076222053
ID_04006123,0.04817543799728148
ID_04022763,0.045803658518336766
ID_04025323,0.06539128616258387
ID_04040683,0.11051049060270207
ID_04086763,0.044970967214547235
ID_04091883,0.08032578031282372
ID_04109803,0.04409272116242773
ID_04114923,0.031761249324141795
ID_04116203,0.030802439061203526
ID_04127723,0.020281919889881848
ID_04130283,0.06755894912295204
ID_04164843,0.1079695432254005
ID_04185323,0.016315203349689958
ID_04193003,0.030921805127127666
ID_04201963,0.09840037628732062
ID_04218603,0.15306671302694194
ID_04262123,0.061406884197579815
ID_04268523,0.04804458097845157
ID_04273643,0.14807133840268916
ID_04312043,0.039495380659356344
ID_04328683,0.03644836143616089
ID_04335083,0.068792880150302
ID_04365803,0.10851175964482927
ID_04367083,0.022115360842454666
ID_04411883,0.12697283375262722
ID_04459243,0.05646295300554135
ID_04461803,0.15385279321852172
ID_04513003,0.134582839178604
ID_04524523,0.07659860584567145
ID_04606443,0.05631803087926998
ID_04639723,0.09264169730261833
ID_04664043,0.019082725210186047
ID_04710123,0.04913291832948958
ID_04740843,0.0967250812569462
ID_04775403,0.05734197894507338
ID_04809963,0.0863949996528163
ID_04821483,0.07733763666776441
ID_04827883,0.022765304460358664
ID_04834283,0.07406203102493045
ID_04868843,0.03732047847888346
ID_04891883,0.06433732056276012
ID_04926443,0.015013145651729705
ID_04952043,0.020897129406231216
ID_04991723,0.08805842195846204
ID_05009643,0.03315497148464262
ID_05072363,0.04895477972159154
ID_05090283,0.05369015398425979
ID_05095403,0.09623775665435769
ID_05099243,0.0583426595225461
ID_05108203,0.02658228484145062
ID_05110763,0.10487279186259225
ID_05119723,0.06816535758799595
ID_05196523,0.052339600492786104
ID_05223403,0.09267561675893098
ID_05237483,0.08366827392473015
ID_05246443,0.2779855419234647
ID_05419243,0.16905651211654388
ID_05424363,0.18638057691578136
ID_05497323,0.039557498322754354
ID_05505003,0.018020300836773175
ID_05508843,0.09232864348005616
ID_05540843,0.02457613621946981
ID_05543403,0.08350766881112925
ID_05562603,0.03995464511384194
ID_05575403,0.08891442742560245
ID_05608683,0.04399364861951378
ID_05635563,0.046459589132866845
ID_05679083,0.030798761580422072
ID_05702123,0.10283436497667499
ID_05709803,0.05430616747524572
ID_05732843,0.05594469526403756
ID_05745643,0.059181480877317665
ID_05755883,0.16491353782371554
ID_05776363,0.04516662536821754
ID_05929963,0.11717570190694575
ID_05938923,0.011297024267419228
ID_05941483,0.04737426554650829
ID_05950443,0.04847587588219917
ID_05964523,0.09985854361291815
ID_05987563,0.07489501655774047
ID_06010603,0.14542177871434256
ID_06031083,0.045575155888010414
ID_06061803,0.1351328976524951
ID_06064363,0.09526681363348317
ID_06084843,0.04273166234145204
ID_06171883,0.05720246803763511
ID_06212843,0.04962117572533215
ID_06257643,0.14972924141258723
ID_06261483,0.07524591938942479
ID_06281963,0.049237041351888715
ID_06303723,0.08878325733624372
ID_06385643,0.0627692770077174
ID_06406123,0.07406203102493045
