ID,target
ID_00241643,0.0960803004635337
ID_00312043,0.028011974306689325
ID_00345323,0.13818139434270568
ID_00369643,0.07420496301562171
ID_00381163,0.07820880478644489
ID_00383723,0.10311623138455445
ID_00395243,0.07884360907811411
ID_00404203,0.06143160490092751
ID_00406763,0.08769494756436814
ID_00450283,0.07261232206923884
ID_00505323,0.038463374138646464
ID_00562923,0.018684182350630473
ID_00574443,0.04235895728879657
ID_00584683,0.08691522743497336
ID_00634603,0.0703759864111801
ID_00669163,0.03420033422248237
ID_00674283,0.09890265714977108
ID_00712683,0.06271481535752851
ID_00715243,0.21687903336525557
ID_00749803,0.1115593021234076
ID_00761323,0.07285795644101668
ID_00770283,0.08242278135932266
ID_00779243,0.07459359015926592
ID_00804843,0.08687209332036804
ID_00812523,0.09135192238123273
ID_00813803,0.051889102571064646
ID_00824043,0.04059069229415287
ID_00839403,0.13311827209726382
ID_00925163,0.08643843761913367
ID_00929003,0.08834811941566323
ID_00931563,0.044555332026087836
ID_00934123,0.05134346162011931
ID_00943083,0.0834169584520614
ID_00986603,0.09206132023620553
ID_01000683,0.07066217364195225
ID_01005803,0.0580518268444299
ID_01009643,0.03841257391056032
ID_01063403,0.11268129818550059
ID_01260523,0.0912944835153178
ID_01274603,0.036818634858686
ID_01375723,0.08529473975292054
ID_01419243,0.10047292062645839
ID_01430763,0.10844767293899475
ID_01433323,0.03524256532293028
ID_01465323,0.11379017800726891
ID_01467883,0.024241033542917435
ID_01474283,0.06209712734788164
ID_01507563,0.12454562066649087
ID_01554923,0.06332886626901901
ID_01577963,0.07730890961301448
ID_01597163,0.11278518589615405
ID_01617643,0.0747632983549231
ID_01620203,0.0607228033273013
ID_01656043,0.022638789452121385
ID_01658603,0.07941183406133365
ID_01693163,0.09666724244845305
ID_01753323,0.053023256604069445
ID_01796843,0.07350097346785707
ID_01828843,0.04487111266013313
ID_01840363,0.053612337415554524
ID_01863403,0.10844767293899475
ID_01905643,0.04741883348394514
ID_01928683,0.06721393982158723
ID_02064363,0.040884334117039275
ID_02068203,0.07043509220272615
ID_02226923,0.09700088704813847
ID_02241003,0.04503915162414363
ID_02280683,0.0524635657272419
ID_02326763,0.04992303282020023
ID_02344683,0.09521191672400661
ID_02408683,0.0759762055753735
ID_02422763,0.07357256728530748
ID_02434283,0.05233187060473764
ID_02443243,0.06515020483416475
ID_02453483,0.03545652350101284
ID_02466283,0.09327565620779445
ID_02508523,0.11431795895818664
ID_02554603,0.048849270495839904
ID_02567403,0.05028323547641655
ID_02569963,0.06799676586016067
ID_02589163,0.08439517653879348
ID_02604523,0.040414203715118266
ID_02616043,0.12616619008165092
ID_02636523,0.025845972159815617
ID_02708203,0.043972802158424
ID_02806763,0.030911760416277988
ID_02886123,0.10800844729746488
ID_02889963,0.0992581560220355
ID_02909163,0.10274075136149008
ID_02956523,0.04919789966231901
ID_02959083,0.04338971695655132
ID_03014123,0.09990103798053596
ID_03057643,0.03516302772563746
ID_03076843,0.04872623693343884
ID_03092203,0.06545894906774831
ID_03094763,0.08118412104992256
ID_03102443,0.08147849480415036
ID_03180523,0.06890162222596095
ID_03184363,0.03115943671529629
ID_03212523,0.1097941978340826
ID_03249643,0.048849270495839904
ID_03253483,0.0645251924847468
ID_03258603,0.03588785483537442
ID_03267563,0.03588785483537442
ID_03302123,0.06455748173223715
ID_03307243,0.19365423674191745
ID_03330283,0.043084961585888794
ID_03357163,0.08185643999023334
ID_03389163,0.10676935424019422
ID_03446763,0.09473344240873166
ID_03455723,0.03854277593986156
ID_03458283,0.07427405204591568
ID_03481323,0.09463785199788419
ID_03483883,0.042236983359604977
ID_03500523,0.125938488830544
ID_03535083,0.10865647101977362
ID_03541483,0.20320979804060463
ID_03547883,0.08511928389517869
ID_03561963,0.10578381232558313
ID_03640043,0.06882460472887654
ID_03651563,0.12517814795402737
ID_03654123,0.06693301228743438
ID_03677163,0.056937209447795095
ID_03688683,0.040913418370589386
ID_03706603,0.03740957878166566
ID_03728363,0.12821968151985152
ID_03774443,0.13316296800927754
ID_03778283,0.13000203222133616
ID_03794923,0.0686115762808028
ID_03841003,0.11326645871600284
ID_03884523,0.0802890190691092
ID_03925483,0.10265331463856832
ID_03971563,0.03903773355315723
ID_03979243,0.11434563342075217
